,DATE,COMPANY,LT_DEBT_TO_COM_EQY
7858,2012-11-05,xom us equity,5.3553
7859,2012-11-04,xom us equity,5.3553
7860,2012-11-01,xom us equity,5.3553
7861,2012-10-31,xom us equity,5.3553
7862,2012-10-30,xom us equity,5.3553
7863,2012-10-29,xom us equity,5.3553
7864,2012-10-28,xom us equity,5.3553
7865,2012-10-25,xom us equity,5.3553
7866,2012-10-24,xom us equity,5.3553
7867,2012-10-23,xom us equity,5.3553
7868,2012-10-22,xom us equity,5.3553
7869,2012-10-21,xom us equity,5.3553
7870,2012-10-18,xom us equity,5.3553
7871,2012-10-17,xom us equity,5.3553
7872,2012-10-16,xom us equity,5.3553
7873,2012-10-15,xom us equity,5.3553
7874,2012-10-14,xom us equity,5.3553
7875,2012-10-11,xom us equity,5.3553
7876,2012-10-10,xom us equity,5.3553
7877,2012-10-09,xom us equity,5.3553
7878,2012-10-08,xom us equity,5.3553
7879,2012-10-07,xom us equity,5.3553
7880,2012-10-04,xom us equity,5.3553
7881,2012-10-03,xom us equity,5.3553
7882,2012-10-02,xom us equity,5.3553
7883,2012-10-01,xom us equity,5.3553
7884,2012-09-30,xom us equity,5.3553
7885,2012-09-27,xom us equity,5.4523
7886,2012-09-26,xom us equity,5.4523
7887,2012-09-25,xom us equity,5.4523
7888,2012-09-24,xom us equity,5.4523
7889,2012-09-23,xom us equity,5.4523
7890,2012-09-20,xom us equity,5.4523
7891,2012-09-19,xom us equity,5.4523
7892,2012-09-18,xom us equity,5.4523
7893,2012-09-17,xom us equity,5.4523
7894,2012-09-16,xom us equity,5.4523
7895,2012-09-13,xom us equity,5.4523
7896,2012-09-12,xom us equity,5.4523
7897,2012-09-11,xom us equity,5.4523
7898,2012-09-10,xom us equity,5.4523
7899,2012-09-09,xom us equity,5.4523
7900,2012-09-06,xom us equity,5.4523
7901,2012-09-05,xom us equity,5.4523
7902,2012-09-04,xom us equity,5.4523
7903,2012-09-03,xom us equity,5.4523
7904,2012-09-02,xom us equity,5.4523
7905,2012-08-30,xom us equity,5.4523
7906,2012-08-29,xom us equity,5.4523
7907,2012-08-28,xom us equity,5.4523
7908,2012-08-27,xom us equity,5.4523
7909,2012-08-26,xom us equity,5.4523
7910,2012-08-23,xom us equity,5.4523
7911,2012-08-22,xom us equity,5.4523
7912,2012-08-21,xom us equity,5.4523
7913,2012-08-20,xom us equity,5.4523
7914,2012-08-19,xom us equity,5.4523
7915,2012-08-16,xom us equity,5.4523
7916,2012-08-15,xom us equity,5.4523
7917,2012-08-14,xom us equity,5.4523
7918,2012-08-13,xom us equity,5.4523
7919,2012-08-12,xom us equity,5.4523
7920,2012-08-09,xom us equity,5.4523
7921,2012-08-08,xom us equity,5.4523
7922,2012-08-07,xom us equity,5.4523
7923,2012-08-06,xom us equity,5.4523
7924,2012-08-05,xom us equity,5.4523
7925,2012-08-02,xom us equity,5.4523
7926,2012-08-01,xom us equity,5.4523
7927,2012-07-31,xom us equity,5.4523
7928,2012-07-30,xom us equity,5.4523
7929,2012-07-29,xom us equity,5.4523
7930,2012-07-26,xom us equity,5.4523
7931,2012-07-25,xom us equity,5.4523
7932,2012-07-24,xom us equity,5.4523
7933,2012-07-23,xom us equity,5.4523
7934,2012-07-22,xom us equity,5.4523
7935,2012-07-19,xom us equity,5.4523
7936,2012-07-18,xom us equity,5.4523
7937,2012-07-17,xom us equity,5.4523
7938,2012-07-16,xom us equity,5.4523
7939,2012-07-15,xom us equity,5.4523
7940,2012-07-12,xom us equity,5.4523
7941,2012-07-11,xom us equity,5.4523
7942,2012-07-10,xom us equity,5.4523
7943,2012-07-09,xom us equity,5.4523
7944,2012-07-08,xom us equity,5.4523
7945,2012-07-05,xom us equity,5.4523
7946,2012-07-04,xom us equity,5.4523
7947,2012-07-03,xom us equity,5.4523
7948,2012-07-02,xom us equity,5.4523
7949,2012-07-01,xom us equity,5.4523
7950,2012-06-28,xom us equity,5.8792
7951,2012-06-27,xom us equity,5.8792
7952,2012-06-26,xom us equity,5.8792
7953,2012-06-25,xom us equity,5.8792
7954,2012-06-24,xom us equity,5.8792
7955,2012-06-21,xom us equity,5.8792
7956,2012-06-20,xom us equity,5.8792
7957,2012-06-19,xom us equity,5.8792
7958,2012-06-18,xom us equity,5.8792
7959,2012-06-17,xom us equity,5.8792
7960,2012-06-14,xom us equity,5.8792
7961,2012-06-13,xom us equity,5.8792
7962,2012-06-12,xom us equity,5.8792
7963,2012-06-11,xom us equity,5.8792
7964,2012-06-10,xom us equity,5.8792
7965,2012-06-07,xom us equity,5.8792
7966,2012-06-06,xom us equity,5.8792
7967,2012-06-05,xom us equity,5.8792
7968,2012-06-04,xom us equity,5.8792
7969,2012-06-03,xom us equity,5.8792
7970,2012-05-31,xom us equity,5.8792
7971,2012-05-30,xom us equity,5.8792
7972,2012-05-29,xom us equity,5.8792
7973,2012-05-28,xom us equity,5.8792
7974,2012-05-27,xom us equity,5.8792
7975,2012-05-24,xom us equity,5.8792
7976,2012-05-23,xom us equity,5.8792
7977,2012-05-22,xom us equity,5.8792
7978,2012-05-21,xom us equity,5.8792
7979,2012-05-20,xom us equity,5.8792
7980,2012-05-17,xom us equity,5.8792
7981,2012-05-16,xom us equity,5.8792
7982,2012-05-15,xom us equity,5.8792
7983,2012-05-14,xom us equity,5.8792
7984,2012-05-13,xom us equity,5.8792
7985,2012-05-10,xom us equity,5.8792
7986,2012-05-09,xom us equity,5.8792
7987,2012-05-08,xom us equity,5.8792
7988,2012-05-07,xom us equity,5.8792
7989,2012-05-06,xom us equity,5.8792
7990,2012-05-03,xom us equity,5.8792
7991,2012-05-02,xom us equity,5.8792
7992,2012-05-01,xom us equity,5.8792
7993,2012-04-30,xom us equity,5.8792
7994,2012-04-29,xom us equity,5.8792
7995,2012-04-26,xom us equity,5.8792
7996,2012-04-25,xom us equity,5.8792
7997,2012-04-24,xom us equity,5.8792
7998,2012-04-23,xom us equity,5.8792
7999,2012-04-22,xom us equity,5.8792
8000,2012-04-19,xom us equity,5.8792
8001,2012-04-18,xom us equity,5.8792
8002,2012-04-17,xom us equity,5.8792
8003,2012-04-16,xom us equity,5.8792
8004,2012-04-15,xom us equity,5.8792
8005,2012-04-12,xom us equity,5.8792
8006,2012-04-11,xom us equity,5.8792
8007,2012-04-10,xom us equity,5.8792
8008,2012-04-09,xom us equity,5.8792
8009,2012-04-08,xom us equity,5.8792
8010,2012-04-05,xom us equity,5.8792
8011,2012-04-04,xom us equity,5.8792
8012,2012-04-03,xom us equity,5.8792
8013,2012-04-02,xom us equity,5.8792
8014,2012-04-01,xom us equity,5.8792
8015,2012-03-29,xom us equity,6.0377
8016,2012-03-28,xom us equity,6.0377
8017,2012-03-27,xom us equity,6.0377
8018,2012-03-26,xom us equity,6.0377
8019,2012-03-25,xom us equity,6.0377
8020,2012-03-22,xom us equity,6.0377
8021,2012-03-21,xom us equity,6.0377
8022,2012-03-20,xom us equity,6.0377
8023,2012-03-19,xom us equity,6.0377
8024,2012-03-18,xom us equity,6.0377
8025,2012-03-15,xom us equity,6.0377
8026,2012-03-14,xom us equity,6.0377
8027,2012-03-13,xom us equity,6.0377
8028,2012-03-12,xom us equity,6.0377
8029,2012-03-11,xom us equity,6.0377
8030,2012-03-08,xom us equity,6.0377
8031,2012-03-07,xom us equity,6.0377
8032,2012-03-06,xom us equity,6.0377
8033,2012-03-05,xom us equity,6.0377
8034,2012-03-04,xom us equity,6.0377
8035,2012-03-01,xom us equity,6.0377
8036,2012-02-29,xom us equity,6.0377
8037,2012-02-28,xom us equity,6.0377
8038,2012-02-27,xom us equity,6.0377
8039,2012-02-26,xom us equity,6.0377
8040,2012-02-23,xom us equity,6.0377
8041,2012-02-22,xom us equity,6.0377
8042,2012-02-21,xom us equity,6.0377
8043,2012-02-20,xom us equity,6.0377
8044,2012-02-19,xom us equity,6.0377
8045,2012-02-16,xom us equity,6.0377
8046,2012-02-15,xom us equity,6.0377
8047,2012-02-14,xom us equity,6.0377
8048,2012-02-13,xom us equity,6.0377
8049,2012-02-12,xom us equity,6.0377
8050,2012-02-09,xom us equity,6.0377
8051,2012-02-08,xom us equity,6.0377
8052,2012-02-07,xom us equity,6.0377
8053,2012-02-06,xom us equity,6.0377
8054,2012-02-05,xom us equity,6.0377
8055,2012-02-02,xom us equity,6.0377
8056,2012-02-01,xom us equity,6.0377
8057,2012-01-31,xom us equity,6.0377
8058,2012-01-30,xom us equity,6.0377
8059,2012-01-29,xom us equity,6.0377
8060,2012-01-26,xom us equity,6.0377
8061,2012-01-25,xom us equity,6.0377
8062,2012-01-24,xom us equity,6.0377
8063,2012-01-23,xom us equity,6.0377
8064,2012-01-22,xom us equity,6.0377
8065,2012-01-19,xom us equity,6.0377
8066,2012-01-18,xom us equity,6.0377
8067,2012-01-17,xom us equity,6.0377
8068,2012-01-16,xom us equity,6.0377
8069,2012-01-15,xom us equity,6.0377
8070,2012-01-12,xom us equity,6.0377
8071,2012-01-11,xom us equity,6.0377
8072,2012-01-10,xom us equity,6.0377
8073,2012-01-09,xom us equity,6.0377
8074,2012-01-08,xom us equity,6.0377
8075,2012-01-05,xom us equity,6.0377
8076,2012-01-04,xom us equity,6.0377
8077,2012-01-03,xom us equity,6.0377
8078,2012-01-02,xom us equity,6.0377
8079,2012-01-01,xom us equity,6.0377
8080,2011-12-29,xom us equity,5.9838000000000005
8081,2011-12-28,xom us equity,5.9838000000000005
8082,2011-12-27,xom us equity,5.9838000000000005
8083,2011-12-26,xom us equity,5.9838000000000005
8084,2011-12-25,xom us equity,5.9838000000000005
8085,2011-12-22,xom us equity,5.9838000000000005
8086,2011-12-21,xom us equity,5.9838000000000005
8087,2011-12-20,xom us equity,5.9838000000000005
8088,2011-12-19,xom us equity,5.9838000000000005
8089,2011-12-18,xom us equity,5.9838000000000005
8090,2011-12-15,xom us equity,5.9838000000000005
8091,2011-12-14,xom us equity,5.9838000000000005
8092,2011-12-13,xom us equity,5.9838000000000005
8093,2011-12-12,xom us equity,5.9838000000000005
8094,2011-12-11,xom us equity,5.9838000000000005
8095,2011-12-08,xom us equity,5.9838000000000005
8096,2011-12-07,xom us equity,5.9838000000000005
8097,2011-12-06,xom us equity,5.9838000000000005
8098,2011-12-05,xom us equity,5.9838000000000005
8099,2011-12-04,xom us equity,5.9838000000000005
8100,2011-12-01,xom us equity,5.9838000000000005
8101,2011-11-30,xom us equity,5.9838000000000005
8102,2011-11-29,xom us equity,5.9838000000000005
8103,2011-11-28,xom us equity,5.9838000000000005
8104,2011-11-27,xom us equity,5.9838000000000005
8105,2011-11-24,xom us equity,5.9838000000000005
8106,2011-11-23,xom us equity,5.9838000000000005
8107,2011-11-22,xom us equity,5.9838000000000005
8108,2011-11-21,xom us equity,5.9838000000000005
8109,2011-11-20,xom us equity,5.9838000000000005
8110,2011-11-17,xom us equity,5.9838000000000005
8111,2011-11-16,xom us equity,5.9838000000000005
8112,2011-11-15,xom us equity,5.9838000000000005
8113,2011-11-14,xom us equity,5.9838000000000005
8114,2011-11-13,xom us equity,5.9838000000000005
8115,2011-11-10,xom us equity,5.9838000000000005
8116,2011-11-09,xom us equity,5.9838000000000005
8117,2011-11-08,xom us equity,5.9838000000000005
8118,2011-11-07,xom us equity,5.9838000000000005
8119,2011-11-06,xom us equity,5.9838000000000005
8120,2011-11-03,xom us equity,5.9838000000000005
8121,2011-11-02,xom us equity,5.9838000000000005
8122,2011-11-01,xom us equity,5.9838000000000005
8123,2011-10-31,xom us equity,5.9838000000000005
8124,2011-10-30,xom us equity,5.9838000000000005
8125,2011-10-27,xom us equity,5.9838000000000005
8126,2011-10-26,xom us equity,5.9838000000000005
8127,2011-10-25,xom us equity,5.9838000000000005
8128,2011-10-24,xom us equity,5.9838000000000005
8129,2011-10-23,xom us equity,5.9838000000000005
8130,2011-10-20,xom us equity,5.9838000000000005
8131,2011-10-19,xom us equity,5.9838000000000005
8132,2011-10-18,xom us equity,5.9838000000000005
8133,2011-10-17,xom us equity,5.9838000000000005
8134,2011-10-16,xom us equity,5.9838000000000005
8135,2011-10-13,xom us equity,5.9838000000000005
8136,2011-10-12,xom us equity,5.9838000000000005
8137,2011-10-11,xom us equity,5.9838000000000005
8138,2011-10-10,xom us equity,5.9838000000000005
8139,2011-10-09,xom us equity,5.9838000000000005
8140,2011-10-06,xom us equity,5.9838000000000005
8141,2011-10-05,xom us equity,5.9838000000000005
8142,2011-10-04,xom us equity,5.9838000000000005
8143,2011-10-03,xom us equity,5.9838000000000005
8144,2011-10-02,xom us equity,5.9838000000000005
8145,2011-09-29,xom us equity,7.7936
8146,2011-09-28,xom us equity,7.7936
8147,2011-09-27,xom us equity,7.7936
8148,2011-09-26,xom us equity,7.7936
8149,2011-09-25,xom us equity,7.7936
8150,2011-09-22,xom us equity,7.7936
8151,2011-09-21,xom us equity,7.7936
8152,2011-09-20,xom us equity,7.7936
8153,2011-09-19,xom us equity,7.7936
8154,2011-09-18,xom us equity,7.7936
8155,2011-09-15,xom us equity,7.7936
8156,2011-09-14,xom us equity,7.7936
8157,2011-09-13,xom us equity,7.7936
8158,2011-09-12,xom us equity,7.7936
8159,2011-09-11,xom us equity,7.7936
8160,2011-09-08,xom us equity,7.7936
8161,2011-09-07,xom us equity,7.7936
8162,2011-09-06,xom us equity,7.7936
8163,2011-09-05,xom us equity,7.7936
8164,2011-09-04,xom us equity,7.7936
8165,2011-09-01,xom us equity,7.7936
8166,2011-08-31,xom us equity,7.7936
8167,2011-08-30,xom us equity,7.7936
8168,2011-08-29,xom us equity,7.7936
8169,2011-08-28,xom us equity,7.7936
8170,2011-08-25,xom us equity,7.7936
8171,2011-08-24,xom us equity,7.7936
8172,2011-08-23,xom us equity,7.7936
8173,2011-08-22,xom us equity,7.7936
8174,2011-08-21,xom us equity,7.7936
8175,2011-08-18,xom us equity,7.7936
8176,2011-08-17,xom us equity,7.7936
8177,2011-08-16,xom us equity,7.7936
8178,2011-08-15,xom us equity,7.7936
8179,2011-08-14,xom us equity,7.7936
8180,2011-08-11,xom us equity,7.7936
8181,2011-08-10,xom us equity,7.7936
8182,2011-08-09,xom us equity,7.7936
8183,2011-08-08,xom us equity,7.7936
8184,2011-08-07,xom us equity,7.7936
8185,2011-08-04,xom us equity,7.7936
8186,2011-08-03,xom us equity,7.7936
8187,2011-08-02,xom us equity,7.7936
8188,2011-08-01,xom us equity,7.7936
8189,2011-07-31,xom us equity,7.7936
8190,2011-07-28,xom us equity,7.7936
8191,2011-07-27,xom us equity,7.7936
8192,2011-07-26,xom us equity,7.7936
8193,2011-07-25,xom us equity,7.7936
8194,2011-07-24,xom us equity,7.7936
8195,2011-07-21,xom us equity,7.7936
8196,2011-07-20,xom us equity,7.7936
8197,2011-07-19,xom us equity,7.7936
8198,2011-07-18,xom us equity,7.7936
8199,2011-07-17,xom us equity,7.7936
8200,2011-07-14,xom us equity,7.7936
8201,2011-07-13,xom us equity,7.7936
8202,2011-07-12,xom us equity,7.7936
8203,2011-07-11,xom us equity,7.7936
8204,2011-07-10,xom us equity,7.7936
8205,2011-07-07,xom us equity,7.7936
8206,2011-07-06,xom us equity,7.7936
8207,2011-07-05,xom us equity,7.7936
8208,2011-07-04,xom us equity,7.7936
8209,2011-07-03,xom us equity,7.7936
8210,2011-06-30,xom us equity,7.7936
8211,2011-06-29,xom us equity,8.1304
8212,2011-06-28,xom us equity,8.1304
8213,2011-06-27,xom us equity,8.1304
8214,2011-06-26,xom us equity,8.1304
8215,2011-06-23,xom us equity,8.1304
8216,2011-06-22,xom us equity,8.1304
8217,2011-06-21,xom us equity,8.1304
8218,2011-06-20,xom us equity,8.1304
8219,2011-06-19,xom us equity,8.1304
8220,2011-06-16,xom us equity,8.1304
8221,2011-06-15,xom us equity,8.1304
8222,2011-06-14,xom us equity,8.1304
8223,2011-06-13,xom us equity,8.1304
8224,2011-06-12,xom us equity,8.1304
8225,2011-06-09,xom us equity,8.1304
8226,2011-06-08,xom us equity,8.1304
8227,2011-06-07,xom us equity,8.1304
8228,2011-06-06,xom us equity,8.1304
8229,2011-06-05,xom us equity,8.1304
8230,2011-06-02,xom us equity,8.1304
8231,2011-06-01,xom us equity,8.1304
8232,2011-05-31,xom us equity,8.1304
8233,2011-05-30,xom us equity,8.1304
8234,2011-05-29,xom us equity,8.1304
8235,2011-05-26,xom us equity,8.1304
8236,2011-05-25,xom us equity,8.1304
8237,2011-05-24,xom us equity,8.1304
8238,2011-05-23,xom us equity,8.1304
8239,2011-05-22,xom us equity,8.1304
8240,2011-05-19,xom us equity,8.1304
8241,2011-05-18,xom us equity,8.1304
8242,2011-05-17,xom us equity,8.1304
8243,2011-05-16,xom us equity,8.1304
8244,2011-05-15,xom us equity,8.1304
8245,2011-05-12,xom us equity,8.1304
8246,2011-05-11,xom us equity,8.1304
8247,2011-05-10,xom us equity,8.1304
8248,2011-05-09,xom us equity,8.1304
8249,2011-05-08,xom us equity,8.1304
8250,2011-05-05,xom us equity,8.1304
8251,2011-05-04,xom us equity,8.1304
8252,2011-05-03,xom us equity,8.1304
8253,2011-05-02,xom us equity,8.1304
8254,2011-05-01,xom us equity,8.1304
8255,2011-04-28,xom us equity,8.1304
8256,2011-04-27,xom us equity,8.1304
8257,2011-04-26,xom us equity,8.1304
8258,2011-04-25,xom us equity,8.1304
8259,2011-04-24,xom us equity,8.1304
8260,2011-04-21,xom us equity,8.1304
8261,2011-04-20,xom us equity,8.1304
8262,2011-04-19,xom us equity,8.1304
8263,2011-04-18,xom us equity,8.1304
8264,2011-04-17,xom us equity,8.1304
8265,2011-04-14,xom us equity,8.1304
8266,2011-04-13,xom us equity,8.1304
8267,2011-04-12,xom us equity,8.1304
8268,2011-04-11,xom us equity,8.1304
8269,2011-04-10,xom us equity,8.1304
8270,2011-04-07,xom us equity,8.1304
8271,2011-04-06,xom us equity,8.1304
8272,2011-04-05,xom us equity,8.1304
8273,2011-04-04,xom us equity,8.1304
8274,2011-04-03,xom us equity,8.1304
8275,2011-03-31,xom us equity,8.1304
8276,2011-03-30,xom us equity,8.3268
8277,2011-03-29,xom us equity,8.3268
8278,2011-03-28,xom us equity,8.3268
8279,2011-03-27,xom us equity,8.3268
8280,2011-03-24,xom us equity,8.3268
8281,2011-03-23,xom us equity,8.3268
8282,2011-03-22,xom us equity,8.3268
8283,2011-03-21,xom us equity,8.3268
8284,2011-03-20,xom us equity,8.3268
8285,2011-03-17,xom us equity,8.3268
8286,2011-03-16,xom us equity,8.3268
8287,2011-03-15,xom us equity,8.3268
8288,2011-03-14,xom us equity,8.3268
8289,2011-03-13,xom us equity,8.3268
8290,2011-03-10,xom us equity,8.3268
8291,2011-03-09,xom us equity,8.3268
8292,2011-03-08,xom us equity,8.3268
8293,2011-03-07,xom us equity,8.3268
8294,2011-03-06,xom us equity,8.3268
8295,2011-03-03,xom us equity,8.3268
8296,2011-03-02,xom us equity,8.3268
8297,2011-03-01,xom us equity,8.3268
8298,2011-02-28,xom us equity,8.3268
8299,2011-02-27,xom us equity,8.3268
8300,2011-02-24,xom us equity,8.3268
8301,2011-02-23,xom us equity,8.3268
8302,2011-02-22,xom us equity,8.3268
8303,2011-02-21,xom us equity,8.3268
8304,2011-02-20,xom us equity,8.3268
8305,2011-02-17,xom us equity,8.3268
8306,2011-02-16,xom us equity,8.3268
8307,2011-02-15,xom us equity,8.3268
8308,2011-02-14,xom us equity,8.3268
8309,2011-02-13,xom us equity,8.3268
8310,2011-02-10,xom us equity,8.3268
8311,2011-02-09,xom us equity,8.3268
8312,2011-02-08,xom us equity,8.3268
8313,2011-02-07,xom us equity,8.3268
8314,2011-02-06,xom us equity,8.3268
8315,2011-02-03,xom us equity,8.3268
8316,2011-02-02,xom us equity,8.3268
8317,2011-02-01,xom us equity,8.3268
8318,2011-01-31,xom us equity,8.3268
8319,2011-01-30,xom us equity,8.3268
8320,2011-01-27,xom us equity,8.3268
8321,2011-01-26,xom us equity,8.3268
8322,2011-01-25,xom us equity,8.3268
8323,2011-01-24,xom us equity,8.3268
8324,2011-01-23,xom us equity,8.3268
8325,2011-01-20,xom us equity,8.3268
8326,2011-01-19,xom us equity,8.3268
8327,2011-01-18,xom us equity,8.3268
8328,2011-01-17,xom us equity,8.3268
8329,2011-01-16,xom us equity,8.3268
8330,2011-01-13,xom us equity,8.3268
8331,2011-01-12,xom us equity,8.3268
8332,2011-01-11,xom us equity,8.3268
8333,2011-01-10,xom us equity,8.3268
8334,2011-01-09,xom us equity,8.3268
8335,2011-01-06,xom us equity,8.3268
8336,2011-01-05,xom us equity,8.3268
8337,2011-01-04,xom us equity,8.3268
8338,2011-01-03,xom us equity,8.3268
8339,2011-01-02,xom us equity,8.3268
8340,2010-12-30,xom us equity,10.5136
8341,2010-12-29,xom us equity,10.5136
8342,2010-12-28,xom us equity,10.5136
8343,2010-12-27,xom us equity,10.5136
8344,2010-12-26,xom us equity,10.5136
8345,2010-12-23,xom us equity,10.5136
8346,2010-12-22,xom us equity,10.5136
8347,2010-12-21,xom us equity,10.5136
8348,2010-12-20,xom us equity,10.5136
8349,2010-12-19,xom us equity,10.5136
8350,2010-12-16,xom us equity,10.5136
8351,2010-12-15,xom us equity,10.5136
8352,2010-12-14,xom us equity,10.5136
8353,2010-12-13,xom us equity,10.5136
8354,2010-12-12,xom us equity,10.5136
8355,2010-12-09,xom us equity,10.5136
8356,2010-12-08,xom us equity,10.5136
8357,2010-12-07,xom us equity,10.5136
8358,2010-12-06,xom us equity,10.5136
8359,2010-12-05,xom us equity,10.5136
8360,2010-12-02,xom us equity,10.5136
8361,2010-12-01,xom us equity,10.5136
8362,2010-11-30,xom us equity,10.5136
8363,2010-11-29,xom us equity,10.5136
8364,2010-11-28,xom us equity,10.5136
8365,2010-11-25,xom us equity,10.5136
8366,2010-11-24,xom us equity,10.5136
8367,2010-11-23,xom us equity,10.5136
8368,2010-11-22,xom us equity,10.5136
8369,2010-11-21,xom us equity,10.5136
8370,2010-11-18,xom us equity,10.5136
8371,2010-11-17,xom us equity,10.5136
8372,2010-11-16,xom us equity,10.5136
8373,2010-11-15,xom us equity,10.5136
8374,2010-11-14,xom us equity,10.5136
8375,2010-11-11,xom us equity,10.5136
8376,2010-11-10,xom us equity,10.5136
8377,2010-11-09,xom us equity,10.5136
8378,2010-11-08,xom us equity,10.5136
8379,2010-11-07,xom us equity,10.5136
8380,2010-11-04,xom us equity,10.5136
8381,2010-11-03,xom us equity,10.5136
8382,2010-11-02,xom us equity,10.5136
8383,2010-11-01,xom us equity,10.5136
8384,2010-10-31,xom us equity,10.5136
8385,2010-10-28,xom us equity,10.5136
8386,2010-10-27,xom us equity,10.5136
8387,2010-10-26,xom us equity,10.5136
8388,2010-10-25,xom us equity,10.5136
8389,2010-10-24,xom us equity,10.5136
8390,2010-10-21,xom us equity,10.5136
8391,2010-10-20,xom us equity,10.5136
8392,2010-10-19,xom us equity,10.5136
8393,2010-10-18,xom us equity,10.5136
8394,2010-10-17,xom us equity,10.5136
8395,2010-10-14,xom us equity,10.5136
8396,2010-10-13,xom us equity,10.5136
8397,2010-10-12,xom us equity,10.5136
8398,2010-10-11,xom us equity,10.5136
8399,2010-10-10,xom us equity,10.5136
8400,2010-10-07,xom us equity,10.5136
8401,2010-10-06,xom us equity,10.5136
8402,2010-10-05,xom us equity,10.5136
8403,2010-10-04,xom us equity,10.5136
8404,2010-10-03,xom us equity,10.5136
8405,2010-09-30,xom us equity,10.5136
8406,2010-09-29,xom us equity,12.4747
8407,2010-09-28,xom us equity,12.4747
8408,2010-09-27,xom us equity,12.4747
8409,2010-09-26,xom us equity,12.4747
8410,2010-09-23,xom us equity,12.4747
8411,2010-09-22,xom us equity,12.4747
8412,2010-09-21,xom us equity,12.4747
8413,2010-09-20,xom us equity,12.4747
8414,2010-09-19,xom us equity,12.4747
8415,2010-09-16,xom us equity,12.4747
8416,2010-09-15,xom us equity,12.4747
8417,2010-09-14,xom us equity,12.4747
8418,2010-09-13,xom us equity,12.4747
8419,2010-09-12,xom us equity,12.4747
8420,2010-09-09,xom us equity,12.4747
8421,2010-09-08,xom us equity,12.4747
8422,2010-09-07,xom us equity,12.4747
8423,2010-09-06,xom us equity,12.4747
8424,2010-09-05,xom us equity,12.4747
8425,2010-09-02,xom us equity,12.4747
8426,2010-09-01,xom us equity,12.4747
8427,2010-08-31,xom us equity,12.4747
8428,2010-08-30,xom us equity,12.4747
8429,2010-08-29,xom us equity,12.4747
8430,2010-08-26,xom us equity,12.4747
8431,2010-08-25,xom us equity,12.4747
8432,2010-08-24,xom us equity,12.4747
8433,2010-08-23,xom us equity,12.4747
8434,2010-08-22,xom us equity,12.4747
8435,2010-08-19,xom us equity,12.4747
8436,2010-08-18,xom us equity,12.4747
8437,2010-08-17,xom us equity,12.4747
8438,2010-08-16,xom us equity,12.4747
8439,2010-08-15,xom us equity,12.4747
8440,2010-08-12,xom us equity,12.4747
8441,2010-08-11,xom us equity,12.4747
8442,2010-08-10,xom us equity,12.4747
8443,2010-08-09,xom us equity,12.4747
8444,2010-08-08,xom us equity,12.4747
8445,2010-08-05,xom us equity,12.4747
8446,2010-08-04,xom us equity,12.4747
8447,2010-08-03,xom us equity,12.4747
8448,2010-08-02,xom us equity,12.4747
8449,2010-08-01,xom us equity,12.4747
8450,2010-07-29,xom us equity,12.4747
8451,2010-07-28,xom us equity,12.4747
8452,2010-07-27,xom us equity,12.4747
8453,2010-07-26,xom us equity,12.4747
8454,2010-07-25,xom us equity,12.4747
8455,2010-07-22,xom us equity,12.4747
8456,2010-07-21,xom us equity,12.4747
8457,2010-07-20,xom us equity,12.4747
8458,2010-07-19,xom us equity,12.4747
8459,2010-07-18,xom us equity,12.4747
8460,2010-07-15,xom us equity,12.4747
8461,2010-07-14,xom us equity,12.4747
8462,2010-07-13,xom us equity,12.4747
8463,2010-07-12,xom us equity,12.4747
8464,2010-07-11,xom us equity,12.4747
8465,2010-07-08,xom us equity,12.4747
8466,2010-07-07,xom us equity,12.4747
8467,2010-07-06,xom us equity,12.4747
8468,2010-07-05,xom us equity,12.4747
8469,2010-07-04,xom us equity,12.4747
8470,2010-07-01,xom us equity,12.4747
8471,2010-06-30,xom us equity,12.4747
8472,2010-06-29,xom us equity,6.2679
8473,2010-06-28,xom us equity,6.2679
8474,2010-06-27,xom us equity,6.2679
8475,2010-06-24,xom us equity,6.2679
8476,2010-06-23,xom us equity,6.2679
8477,2010-06-22,xom us equity,6.2679
8478,2010-06-21,xom us equity,6.2679
8479,2010-06-20,xom us equity,6.2679
8480,2010-06-17,xom us equity,6.2679
8481,2010-06-16,xom us equity,6.2679
8482,2010-06-15,xom us equity,6.2679
8483,2010-06-14,xom us equity,6.2679
8484,2010-06-13,xom us equity,6.2679
8485,2010-06-10,xom us equity,6.2679
8486,2010-06-09,xom us equity,6.2679
8487,2010-06-08,xom us equity,6.2679
8488,2010-06-07,xom us equity,6.2679
8489,2010-06-06,xom us equity,6.2679
8490,2010-06-03,xom us equity,6.2679
8491,2010-06-02,xom us equity,6.2679
8492,2010-06-01,xom us equity,6.2679
8493,2010-05-31,xom us equity,6.2679
8494,2010-05-30,xom us equity,6.2679
8495,2010-05-27,xom us equity,6.2679
8496,2010-05-26,xom us equity,6.2679
8497,2010-05-25,xom us equity,6.2679
8498,2010-05-24,xom us equity,6.2679
8499,2010-05-23,xom us equity,6.2679
8500,2010-05-20,xom us equity,6.2679
8501,2010-05-19,xom us equity,6.2679
8502,2010-05-18,xom us equity,6.2679
8503,2010-05-17,xom us equity,6.2679
8504,2010-05-16,xom us equity,6.2679
8505,2010-05-13,xom us equity,6.2679
8506,2010-05-12,xom us equity,6.2679
8507,2010-05-11,xom us equity,6.2679
8508,2010-05-10,xom us equity,6.2679
8509,2010-05-09,xom us equity,6.2679
